,RUL-predicted,TRUE-RUL
588,146.4575,177
589,155.2975,176
590,163.6,175
591,148.555,174
592,149.545,173
593,146.9575,172
594,146.0975,171
595,144.44,170
596,145.445,169
597,140.58,168
598,145.81,167
599,150.3525,166
600,162.6075,165
601,122.7525,164
602,142.8875,163
603,129.92,162
604,149.765,161
605,148.28,160
606,144.36,159
607,128.7725,158
608,147.8125,157
609,154.9,156
610,153.53,155
611,137.1075,154
612,141.315,153
613,134.7125,152
614,116.525,151
615,136.495,150
616,137.735,149
617,127.1125,148
618,129.275,147
619,148.5725,146
620,150.96,145
621,129.71,144
622,137.4175,143
623,142.8675,142
624,118.2,141
625,103.985,140
626,120.3075,139
627,145.9475,138
628,148.6225,137
629,116.445,136
630,130.51,135
631,118.36,134
632,120.68,133
633,103.3325,132
634,103.0675,131
635,133.9575,130
636,122.81,129
637,135.625,128
638,126.35,127
639,133.8625,126
640,109.135,125
641,131.6475,124
642,110.7425,123
643,136.105,122
644,124.3875,121
645,116.1,120
646,118.3775,119
647,111.2175,118
648,134.8025,117
649,132.43,116
650,116.54,115
651,121.4925,114
652,119.9075,113
653,122.8375,112
654,122.655,111
655,102.2625,110
656,106.26,109
657,107.5575,108
658,106.8575,107
659,111.8225,106
660,116.605,105
661,117.63,104
662,119.9425,103
663,118.965,102
664,106.55,101
665,128.175,100
666,119.4725,99
667,106.44,98
668,120.995,97
669,113.945,96
670,124.4675,95
671,112.28,94
672,112.28,93
673,102.9275,92
674,116.1025,91
675,185.7025,260
676,198.6075,259
677,213.49,258
678,204.7125,257
679,196.4275,256
680,196.6275,255
681,193.87,254
682,176.9725,253
683,190.085,252
684,184.505,251
685,191.815,250
686,191.14,249
687,188.5,248
688,195.895,247
689,189.2575,246
690,186.29,245
691,182.0875,244
692,172.3775,243
693,178.855,242
694,178.5,241
695,180.75,240
696,177.67,239
697,176.22,238
698,175.69,237
699,182.5225,236
700,197.0775,235
701,169.3775,234
702,177.9175,233
703,169.4175,232
704,164.08,231
705,163.785,230
706,158.2525,229
707,165.295,228
708,170.8625,227
709,171.5925,226
710,157.755,225
711,170.06,224
712,170.84,223
713,167.89,222
714,168.5575,221
715,180.2525,220
716,160.59,219
717,159.4075,218
718,162.1225,217
719,161.53,216
720,152.1775,215
721,158.91,214
722,161.54,213
723,158.8925,212
724,148.3725,211
725,157.7425,210
726,153.6225,209
727,157.075,208
728,139.7725,207
729,142.2625,206
730,155.045,205
731,143.1,204
732,140.7275,203
733,137.57,202
734,143.675,201
735,136.0075,200
736,144.175,199
737,142.76,198
738,155.9525,197
739,137.7775,196
740,157.485,195
741,140.3,194
742,142.735,193
743,131.1275,192
744,130.245,191
745,136.9225,190
746,135.3275,189
747,127.335,188
748,129.3,187
749,128.9475,186
750,140.0775,185
751,134.5075,184
752,119.4925,183
753,117.5375,182
754,123.17,181
755,120.2375,180
756,115.6175,179
757,126.9875,178
758,127.42,177
759,129.1075,176
760,112.015,175
761,134.2125,174
762,107.745,173
763,137.04,172
764,103.76,171
765,117.5425,170
766,125.8825,169
767,102.7325,168
768,104.365,167
769,108.775,166
770,106.85,165
771,110.9125,164
772,109.515,163
773,109.0175,162
774,95.38,161
775,98.875,160
776,98.9175,159
777,104.98,158
778,98.0525,157
779,103.75,156
780,105.36,155
781,100.2125,154
782,100.3625,153
783,97.32,152
784,104.3625,151
785,90.815,150
786,93.6375,149
787,94.205,148
788,95.9225,147
789,97.4225,146
790,93.3425,145
791,99.3725,144
792,123.905,143
793,89.025,142
794,98.265,141
795,107.08,140
796,87.3175,139
797,89.2025,138
798,104.015,137
799,93.215,136
800,112.04,135
801,92.41,134
802,89.8425,133
803,90.7075,132
804,86.475,131
805,99.0,130
806,100.11,129
807,93.6,128
808,84.505,127
809,91.575,126
810,87.9125,125
811,83.3075,124
812,89.96,123
813,88.2,122
814,79.12,121
815,90.065,120
816,87.2475,119
817,100.6375,118
818,89.145,117
819,81.4675,116
820,98.485,115
821,94.09,114
822,88.2025,113
823,88.825,112
824,103.365,111
825,88.4875,110
826,74.6375,109
827,78.7225,108
828,83.8525,107
829,78.4675,106
830,99.1425,105
831,68.56,104
832,87.095,103
833,91.3775,102
834,69.58,101
835,69.9475,100
836,73.495,99
837,67.175,98
838,78.2725,97
839,81.7425,96
840,69.435,95
841,186.5,165
842,200.5575,164
843,216.79,163
844,194.4375,162
845,180.2725,161
846,196.715,160
847,186.575,159
848,189.035,158
849,190.8075,157
850,186.2175,156
851,182.4675,155
852,179.57,154
853,190.8625,153
854,190.5425,152
855,187.05,151
856,183.045,150
857,178.795,149
858,184.9125,148
859,178.995,147
860,175.52,146
861,176.0675,145
862,182.995,144
863,169.8925,143
864,183.63,142
865,167.5125,141
866,180.925,140
867,161.905,139
868,172.6725,138
869,160.5075,137
870,161.61,136
871,164.1225,135
872,154.32,134
873,162.5175,133
874,164.795,132
875,152.365,131
876,168.4975,130
877,154.12,129
878,149.155,128
879,162.52,127
880,148.935,126
881,162.69,125
882,144.845,124
883,143.69,123
884,161.5075,122
885,162.485,121
886,153.9425,120
887,145.7675,119
888,152.7675,118
889,153.7575,117
890,154.1625,116
891,132.7475,115
892,149.565,114
893,141.2975,113
894,151.615,112
895,139.1825,111
896,204.095,287
897,212.9775,286
898,226.875,285
899,187.1475,284
900,199.955,283
901,214.8525,282
902,210.8475,281
903,213.51,280
904,204.4425,279
905,215.085,278
906,209.8975,277
907,198.0075,276
908,190.1675,275
909,191.53,274
910,189.8275,273
911,189.7975,272
912,201.92,271
913,193.8225,270
914,200.77,269
915,201.1225,268
916,202.9975,267
917,194.615,266
918,198.4,265
919,216.02,264
920,182.595,263
921,188.6325,262
922,198.565,261
923,191.0825,260
924,170.8875,259
925,185.18,258
926,185.4,257
927,177.925,256
928,171.2675,255
929,177.0225,254
930,188.4975,253
931,195.635,252
932,166.2775,251
933,190.0275,250
934,181.71,249
935,195.0175,248
936,167.7325,247
937,170.1,246
938,166.6125,245
939,172.9925,244
940,176.76,243
941,170.1275,242
942,163.895,241
943,160.0225,240
944,178.6425,239
945,182.6625,238
946,146.45,237
947,146.825,236
948,162.08,235
949,160.215,234
950,150.915,233
951,169.0375,232
952,154.0675,231
953,155.0575,230
954,163.215,229
955,157.2025,228
956,173.6875,227
957,158.8775,226
958,160.535,225
959,157.4875,224
960,153.38,223
961,150.8975,222
962,155.215,221
963,130.44,220
964,153.5425,219
965,145.755,218
966,146.2375,217
967,149.205,216
968,159.35,215
969,140.0975,214
970,145.7675,213
971,162.805,212
972,140.12,211
973,163.2575,210
974,145.105,209
975,135.1,208
976,155.945,207
977,146.5975,206
978,143.735,205
979,145.085,204
980,143.58,203
981,143.3725,202
982,125.285,201
983,136.1025,200
984,150.2475,199
985,138.7775,198
986,149.6925,197
987,134.975,196
988,128.7525,195
989,144.57,194
990,152.725,193
991,155.1625,192
992,146.6475,191
993,126.6725,190
994,130.3875,189
995,133.1825,188
996,138.945,187
997,119.5425,186
998,127.5875,185
999,128.31,184
1000,117.4775,183
1001,126.605,182
1002,126.8075,181
1003,126.065,180
1004,137.9575,179
1005,153.5975,178
1006,110.0775,177
1007,118.1225,176
1008,136.505,175
1009,123.055,174
1010,140.7875,173
1011,107.2725,172
1012,135.33,171
1013,123.5625,170
1014,144.415,169
1015,129.36,168
1016,118.28,167
1017,155.3675,166
1018,121.59,165
1019,123.6475,164
1020,117.495,163
1021,127.5425,162
1022,114.705,161
1023,129.7625,160
1024,114.9725,159
1025,131.8825,158
1026,100.9525,157
1027,108.965,156
1028,122.96,155
1029,128.7325,154
1030,119.18,153
1031,104.725,152
1032,109.1475,151
1033,122.26,150
1034,120.0475,149
1035,111.1975,148
1036,144.045,147
1037,117.6625,146
1038,142.9775,145
1039,114.6675,144
1040,130.1475,143
1041,129.6,142
1042,146.345,141
1043,106.22,140
1044,138.3775,139
1045,114.06,138
1046,122.925,137
1047,115.6925,136
1048,118.86,135
1049,114.975,134
1050,115.3025,133
1051,121.2475,132
1052,113.4,131
1053,107.8525,130
1054,108.01,129
1055,136.56,128
1056,111.2075,127
1057,122.6375,126
1058,122.37,125
1059,108.8,124
1060,118.055,123
1061,110.2475,122
1062,113.2875,121
1063,130.57,120
1064,111.2675,119
1065,119.465,118
1066,123.87,117
1067,123.6475,116
1068,121.6675,115
1069,114.405,114
1070,114.2675,113
1071,134.4325,112
1072,130.5075,111
1073,141.265,110
1074,126.415,109
1075,119.38,108
1076,111.6225,107
1077,119.3575,106
1078,105.05,105
1079,118.9725,104
1080,124.505,103
1081,126.2425,102
1082,107.29,101
1083,129.675,100
1084,116.16,99
1085,118.4325,98
1086,124.2175,97
1087,118.2625,96
1088,193.5975,179
1089,192.8325,178
1090,198.345,177
1091,199.54,176
1092,195.755,175
1093,189.3725,174
1094,195.475,173
1095,197.3175,172
1096,188.0575,171
1097,192.9325,170
1098,188.5675,169
1099,193.0975,168
1100,187.09,167
1101,183.5475,166
1102,181.7575,165
1103,176.13,164
1104,186.015,163
1105,180.6225,162
1106,175.3375,161
1107,173.465,160
1108,178.0225,159
1109,177.2525,158
1110,178.315,157
1111,174.085,156
1112,172.515,155
1113,173.545,154
1114,181.0875,153
1115,167.2075,152
1116,167.8575,151
1117,166.615,150
1118,162.72,149
1119,176.7825,148
1120,172.88,147
1121,171.405,146
1122,159.545,145
1123,161.3725,144
1124,163.085,143
1125,159.4625,142
1126,155.405,141
1127,160.105,140
1128,153.8275,139
1129,163.345,138
1130,159.6875,137
1131,147.485,136
1132,152.9775,135
1133,146.7225,134
1134,149.0375,133
1135,151.15,132
1136,131.2075,131
1137,143.395,130
1138,152.4375,129
1139,141.06,128
1140,136.325,127
1141,138.3925,126
1142,139.025,125
1143,134.1025,124
1144,138.955,123
1145,132.32,122
1146,143.075,121
1147,122.8525,120
1148,120.055,119
1149,131.345,118
1150,129.75,117
1151,134.7475,116
1152,127.48,115
1153,131.8175,114
1154,137.05,113
1155,130.965,112
1156,115.745,111
1157,118.295,110
1158,123.2375,109
1159,126.4375,108
1160,95.1375,107
1161,88.755,106
1162,108.195,105
1163,113.21,104
1164,103.145,103
1165,95.5275,102
1166,112.995,101
1167,83.36,100
1168,107.2875,99
1169,96.805,98
1170,77.785,97
1171,203.1925,340
1172,227.09,339
1173,225.53,338
1174,207.9,337
1175,226.12,336
1176,217.0825,335
1177,206.845,334
1178,203.59,333
1179,207.9925,332
1180,222.1225,331
1181,204.56,330
1182,215.3025,329
1183,219.0475,328
1184,198.4225,327
1185,208.8025,326
1186,210.4875,325
1187,211.1225,324
1188,204.205,323
1189,204.4375,322
1190,198.28,321
1191,184.79,320
1192,186.445,319
1193,184.0025,318
1194,217.1325,317
1195,194.32,316
1196,174.5975,315
1197,186.6275,314
1198,203.1675,313
1199,203.075,312
1200,204.115,311
1201,181.41,310
1202,188.3025,309
1203,196.8425,308
1204,222.145,307
1205,168.16,306
1206,197.265,305
1207,183.22,304
1208,205.0075,303
1209,203.285,302
1210,174.885,301
1211,200.365,300
1212,208.255,299
1213,187.605,298
1214,176.565,297
1215,177.025,296
1216,181.38,295
1217,185.67,294
1218,165.3825,293
1219,172.56,292
1220,150.69,291
1221,163.5175,290
1222,164.425,289
1223,163.115,288
1224,168.1375,287
1225,191.175,286
1226,173.1775,285
1227,170.1075,284
1228,166.8275,283
1229,161.695,282
1230,168.4125,281
1231,159.045,280
1232,170.5025,279
1233,161.955,278
1234,173.485,277
1235,156.145,276
1236,188.3275,275
1237,173.0775,274
1238,148.2925,273
1239,174.16,272
1240,145.18,271
1241,157.3725,270
1242,136.57,269
1243,146.055,268
1244,151.195,267
1245,148.2125,266
1246,144.39,265
1247,165.065,264
1248,158.26,263
1249,149.9125,262
1250,153.2625,261
1251,158.7275,260
1252,159.1275,259
1253,140.2075,258
1254,147.6575,257
1255,145.9925,256
1256,138.68,255
1257,156.67,254
1258,150.955,253
1259,154.12,252
1260,166.7425,251
1261,138.7025,250
1262,136.5975,249
1263,141.7875,248
1264,132.2,247
1265,127.4525,246
1266,144.92,245
1267,141.685,244
1268,135.31,243
1269,144.6025,242
1270,120.675,241
1271,146.2325,240
1272,138.9175,239
1273,144.73,238
1274,125.6675,237
1275,138.7675,236
1276,152.575,235
1277,155.5725,234
1278,148.0,233
1279,150.2275,232
1280,147.1125,231
1281,127.4625,230
1282,138.6625,229
1283,138.7675,228
1284,137.6625,227
1285,122.505,226
1286,133.7275,225
1287,145.8175,224
1288,146.2325,223
1289,137.52,222
1290,138.775,221
1291,146.8675,220
1292,142.9625,219
1293,131.0,218
1294,139.255,217
1295,134.005,216
1296,130.4625,215
1297,145.98,214
1298,128.8,213
1299,112.8125,212
1300,136.0175,211
1301,146.2375,210
1302,122.5325,209
1303,133.15,208
1304,136.09,207
1305,144.285,206
1306,127.39,205
1307,137.6,204
1308,119.0225,203
1309,116.45,202
1310,148.035,201
1311,134.5025,200
1312,138.0125,199
1313,133.825,198
1314,146.655,197
1315,128.5875,196
1316,132.815,195
1317,128.605,194
1318,126.245,193
1319,119.65,192
1320,128.785,191
1321,122.1175,190
1322,110.3025,189
1323,137.105,188
1324,134.9375,187
1325,127.0625,186
1326,127.5425,185
1327,130.7325,184
1328,119.8475,183
1329,122.94,182
1330,125.34,181
1331,120.0825,180
1332,134.1225,179
1333,126.23,178
1334,123.0225,177
1335,131.62,176
1336,124.4875,175
1337,130.83,174
1338,125.0825,173
1339,132.09,172
1340,129.16,171
1341,113.7225,170
1342,122.7925,169
1343,125.2725,168
1344,120.97,167
1345,125.575,166
1346,128.02,165
1347,121.4075,164
1348,128.5325,163
1349,135.1075,162
1350,119.6825,161
1351,119.555,160
1352,130.585,159
1353,119.9025,158
1354,123.0025,157
1355,124.575,156
1356,144.2175,155
1357,125.1125,154
1358,127.255,153
1359,117.3,152
1360,123.6325,151
1361,125.91,150
1362,118.62,149
1363,112.82,148
1364,115.695,147
1365,106.7,146
1366,120.32,145
1367,117.625,144
1368,104.905,143
1369,108.77,142
1370,120.67,141
1371,117.365,140
1372,114.3025,139
1373,110.9675,138
1374,115.8125,137
1375,106.15,136
1376,110.145,135
1377,118.7825,134
1378,107.13,133
1379,111.2375,132
1380,112.965,131
1381,126.7575,130
1382,104.9625,129
1383,113.88,128
1384,96.7675,127
1385,101.4625,126
1386,116.25,125
1387,96.7825,124
1388,213.115,289
1389,191.5275,288
1390,224.8,287
1391,204.54,286
1392,218.3125,285
1393,204.9075,284
1394,214.34,283
1395,195.2075,282
1396,196.2125,281
1397,200.7725,280
1398,204.215,279
1399,195.925,278
1400,201.4975,277
1401,196.8925,276
1402,198.3175,275
1403,196.3625,274
1404,204.515,273
1405,181.1225,272
1406,193.2525,271
1407,205.7275,270
1408,190.25,269
1409,183.91,268
1410,193.925,267
1411,173.7275,266
1412,182.8725,265
1413,184.7,264
1414,200.835,263
1415,177.8975,262
1416,199.6125,261
1417,194.6025,260
1418,190.465,259
1419,186.3575,258
1420,187.0075,257
1421,195.61,256
1422,177.26,255
1423,180.1025,254
1424,169.865,253
1425,184.43,252
1426,179.395,251
1427,181.8,250
1428,182.415,249
1429,161.4125,248
1430,169.9625,247
1431,162.4325,246
1432,166.195,245
1433,168.86,244
1434,168.2,243
1435,164.43,242
1436,153.4725,241
1437,149.7525,240
1438,167.1075,239
1439,168.06,238
1440,150.78,237
1441,171.1775,236
1442,155.9725,235
1443,161.94,234
1444,166.305,233
1445,141.685,232
1446,169.41,231
1447,144.97,230
1448,169.625,229
1449,162.725,228
1450,161.565,227
1451,165.0225,226
1452,143.42,225
1453,162.49,224
1454,163.505,223
1455,148.12,222
1456,148.3025,221
1457,140.5075,220
1458,149.615,219
1459,148.74,218
1460,160.3125,217
1461,127.365,216
1462,149.0825,215
1463,146.845,214
1464,153.675,213
1465,170.8375,212
1466,146.8525,211
1467,134.1825,210
1468,134.8075,209
1469,162.815,208
1470,161.575,207
1471,131.61,206
1472,164.1575,205
1473,142.71,204
1474,142.1875,203
1475,130.705,202
1476,134.3875,201
1477,143.995,200
1478,133.9325,199
1479,136.6825,198
1480,135.27,197
1481,133.7475,196
1482,145.0075,195
1483,143.415,194
1484,119.0075,193
1485,151.05,192
1486,140.1225,191
1487,123.9525,190
1488,129.8675,189
1489,128.7825,188
1490,137.3375,187
1491,137.265,186
1492,126.575,185
1493,142.2375,184
1494,134.0125,183
1495,128.27,182
1496,113.81,181
1497,122.6925,180
1498,127.1725,179
1499,136.19,178
1500,143.3625,177
1501,114.0025,176
1502,115.39,175
1503,136.5525,174
1504,114.31,173
1505,123.8775,172
1506,126.39,171
1507,115.935,170
1508,126.33,169
1509,116.7625,168
1510,113.1375,167
1511,120.57,166
1512,140.235,165
1513,119.3325,164
1514,115.4375,163
1515,131.835,162
1516,127.5875,161
1517,138.4475,160
1518,120.2775,159
1519,116.7225,158
1520,116.175,157
1521,124.4225,156
1522,139.5775,155
1523,118.735,154
1524,105.325,153
1525,109.9725,152
1526,142.88,151
1527,119.835,150
1528,115.3,149
1529,116.6125,148
1530,117.1375,147
1531,130.1225,146
1532,130.895,145
1533,119.3125,144
1534,124.73,143
1535,120.235,142
1536,122.1825,141
1537,114.3875,140
1538,113.325,139
1539,118.415,138
1540,112.6825,137
1541,142.7775,136
1542,132.8775,135
1543,111.5175,134
1544,121.4675,133
1545,107.7925,132
1546,114.68,131
1547,130.75,130
1548,119.9025,129
1549,134.58,128
1550,143.455,127
1551,118.165,126
1552,122.355,125
1553,117.4775,124
1554,126.535,123
1555,124.08,122
1556,108.715,121
1557,123.31,120
1558,136.105,119
1559,113.415,118
1560,110.9875,117
1561,118.6325,116
1562,104.635,115
1563,119.6975,114
1564,118.54,113
1565,126.0575,112
1566,134.4525,111
1567,114.1075,110
1568,133.6225,109
1569,105.525,108
1570,128.1475,107
1571,127.5275,106
1572,117.3525,105
1573,129.9525,104
